GP_CODE,GP_NAME,SUB_ICB_LOCATION_CODE,SUB_ICB_LOCATION_NAME,ICB_CODE,ICB_NAME
Y05318,DENMARK ROAD SURGERY,36L,NHS South West London ICB - 36L,QWE,NHS South West London Integrated Care Board
Y05330,"WELBOURNE MED PRAC, WELBOURNE H C",93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board
Y05857,RHND,36L,NHS South West London ICB - 36L,QWE,NHS South West London Integrated Care Board
Y06113,QHS GP CARE HOME SERVICE,72Q,NHS South East London ICB - 72Q,QKK,NHS South East London Integrated Care Board
Y06345,BROMLEAG CARE PRACTICE,72Q,NHS South East London ICB - 72Q,QKK,NHS South East London Integrated Care Board
Y06545,SEL SPECIAL ALLOCATION PRACTICE,72Q,NHS South East London ICB - 72Q,QKK,NHS South East London Integrated Care Board
Y06592,SPECIAL ALLOCATION SCHEME (NEL),A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
Y07020,LAMBETH HEALTHCARE PRACTICE,72Q,NHS South East London ICB - 72Q,QKK,NHS South East London Integrated Care Board
Y08371,BEAM PARK MEDICAL PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board
Y08411,ONE CARE LEWISHAM,72Q,NHS South East London ICB - 72Q,QKK,NHS South East London Integrated Care Board
